timestamp,vibration,temperature,pressure,load,failure_within_7_days,temp_diff,vibration_diff
2025-01-01 00:00:00,54.96714153,63.64360477,86.43010539,73.2789214,0,0.0,0.0
2025-01-01 01:00:00,48.61735699,63.19878837,93.89001074,74.60812916,0,-0.44481640000000056,-6.349784540000002
2025-01-01 02:00:00,56.47688538,43.06535241,88.05237878,75.77153854,0,-20.13343596,7.859528390000001
2025-01-01 03:00:00,65.23029856,65.04864712,102.2083609,86.36233754,0,21.983294709999996,8.753413179999995
2025-01-01 04:00:00,47.65846625,80.99243623,123.9435706,66.0333923,0,15.943789109999997,-17.571832309999998
2025-01-01 05:00:00,47.65863043,50.88651821,84.57915686,64.8438361,1,-30.105918019999997,0.00016418000000584243
2025-01-01 07:00:00,57.67434729,77.31662232,84.36655855,69.4482631,0,26.430104109999995,10.015716859999998
2025-01-01 08:00:00,45.30525614,58.98650017,83.04745575,59.84357576,0,-18.330122149999994,-12.369091150000003
2025-01-01 09:00:00,55.42560044,67.87705544,116.3718924,69.17844069,0,8.890555270000007,10.1203443
2025-01-01 10:00:00,45.36582307,93.97482711,118.4387276,71.03936718,0,26.09777167,-10.059777369999999
2025-01-01 11:00:00,45.34270246,81.0032172,117.0281987,93.65955273,0,-12.971609910000012,-0.02312060999999943
2025-01-01 13:00:00,30.86719755,66.43475025,90.68098044,88.7702474,0,-14.568466950000001,-14.475504909999998
2025-01-01 14:00:00,32.75082167,71.14913606,116.4597718,84.83968371,0,4.71438581000001,1.8836241200000003
2025-01-01 15:00:00,44.37712471,62.32354663,100.8308368,86.35492406,0,-8.82558943,11.626303039999996
2025-01-01 16:00:00,39.8716888,38.42875741,78.52614308,66.74301448,0,-23.89478922,-4.505435909999996
2025-01-01 17:00:00,53.14247333,100.6326687,109.1663588,72.61677414,1,62.20391128999999,13.27078453
2025-01-01 18:00:00,40.91975924,72.32987499,85.70385482,63.12101624,0,-28.302793710000003,-12.222714090000004
2025-01-01 20:00:00,64.65648769,69.13138375,130.8968292,83.20925989,0,-3.1984912399999956,23.736728450000008
2025-01-01 21:00:00,47.742237,58.97324799,112.0819485,76.61499942,0,-10.15813576,-16.914250690000003
2025-01-01 22:00:00,50.67528205,67.21113279,127.2201341,90.73776983,0,8.237884799999996,2.933045049999997
2025-01-01 23:00:00,35.75251814,46.00907857,101.295827,61.30301049,0,-21.202054219999994,-14.92276391
2025-01-02 00:00:00,44.55617275,104.1562975,115.3087499,81.00286021,0,58.147218929999994,8.803654610000002
2025-01-02 01:00:00,51.1092259,51.48232002,129.5544059,60.02036638,0,-52.67397747999999,6.553053149999997
2025-01-02 05:00:00,47.0830625,70.21763499,98.33732949,81.61351925,0,18.73531496999999,-4.0261634000000015
2025-01-02 06:00:00,43.98293388,51.45796306,116.4684637,63.48321198,0,-18.759671929999996,-3.1001286199999996
2025-01-02 07:00:00,68.52278185,88.81507541,118.9126686,55.03572026,0,37.35711235000001,24.539847970000004
2025-01-02 08:00:00,49.86502775,80.9650094,110.0873013,81.68435547,0,-7.850066010000006,-18.6577541
2025-01-02 09:00:00,39.42289071,78.07652436,89.1740181,95.92812281,0,-2.888485040000006,-10.442137040000006
2025-01-02 10:00:00,58.22544912,80.73601362,60.46356862,63.04746072,1,2.659489260000001,18.802558410000003
2025-01-02 11:00:00,37.7915635,105.9154285,90.09569804,89.66633016,0,25.17941488000001,-20.433885619999998
2025-01-02 13:00:00,30.40329876,59.69926985,93.74142066,58.97170174,0,-46.216158650000004,-7.388264740000004
2025-01-02 14:00:00,36.71813951,94.35827489,112.3711271,61.42193638,0,34.659005040000004,6.314840750000002
2025-01-02 15:00:00,51.96861236,75.74752285,139.7135282,75.18941728,0,-18.61075204000001,15.250472850000001
2025-01-02 16:00:00,57.3846658,77.48643724,102.470584,70.14645254,0,1.738914390000005,5.416053439999999
2025-01-02 17:00:00,51.71368281,44.61593753,95.66536422,59.24504428,0,-32.870499710000004,-5.670982989999999
2025-01-02 18:00:00,48.84351718,67.44421352,94.81556374,54.67152863,0,22.82827599000001,-2.8701656300000025
